,ncratio,nspeed
12833,-0.3557355786606667,-0.7719443229807885
12837,-0.3560633012926014,-0.7667191108252623
12841,-0.3554078560287319,-0.7850073533696039
12845,-0.35376924286905825,-0.8633855357024964
12849,-0.3557355786606667,-0.7458182622031577
12850,-0.278393037524069,-0.44014335110487696
12853,-0.3554078560287319,-0.724917413581053
12857,-0.35639102392453614,-0.7327552318143423
12861,-0.35508013339679717,-0.8294216566915764
12865,-0.3531137976051888,-0.8137460202249979
12869,-0.35245835234131934,-0.8868989904023642
12873,-0.35278607497325404,-0.8659981417802596
12877,-0.3508197391816456,-0.8607729296247334
12881,-0.35409696550099296,-0.8581603235469702
12885,-0.3544246881329277,-0.8895115964801273
12889,-0.35376924286905825,-0.8529351113914442
12893,-0.3518029070774498,-0.8921242025578904
12897,-0.3554078560287319,-0.7719443229807885
12901,-0.35508013339679717,-0.7745569290585517
12905,-0.3547524107648624,-0.8633855357024964
12909,-0.3544246881329277,-0.8372594749248656
12913,-0.3557355786606667,-0.7092417771144746
12914,-0.2800316506837427,-0.43230553287158774
12917,-0.35639102392453614,-0.6674400798702652
12921,-0.3547524107648624,-0.8633855357024964
12925,-0.3554078560287319,-0.7745569290585517
12929,-0.35376924286905825,-0.8529351113914442
12933,-0.35409696550099296,-0.8294216566915764
12937,-0.3521306297093845,-0.9077998390244689
12941,-0.35278607497325404,-0.8529351113914442
12945,-0.35508013339679717,-0.8059082019917087
12949,-0.35508013339679717,-0.816358626302761
12953,-0.3560633012926014,-0.7458182622031577
12957,-0.3481979581261677,-0.9208628694132843
12961,-0.3531137976051888,-0.8921242025578904
12965,-0.35278607497325404,-0.9077998390244689
12969,-0.3554078560287319,-0.8215838384582871
12973,-0.3547524107648624,-0.8111334141472348
12977,-0.3560633012926014,-0.7196922014255269
12978,-0.2698722490937659,-0.34608953230540596
12981,-0.35639102392453614,-0.7040165649589484
12985,-0.35639102392453614,-0.7170795953477638
12989,-0.3518029070774498,-0.9051872329467058
12993,-0.35245835234131934,-0.8633855357024964
12997,-0.35376924286905825,-0.8424846870803918
13001,-0.35114746181358036,-0.8764485660913118
13005,-0.35278607497325404,-0.8424846870803918
13009,-0.3534415202371235,-0.8398720810026287
13013,-0.3544246881329277,-0.847709899235918
13017,-0.35508013339679717,-0.8111334141472348
13021,-0.3521306297093845,-0.9025746268689427
13025,-0.35409696550099296,-0.8398720810026287
13029,-0.3544246881329277,-0.7954577776806563
13033,-0.3560633012926014,-0.7536560804364469
13037,-0.35639102392453614,-0.7327552318143423
13041,-0.3557355786606667,-0.7040165649589484
13042,-0.26135146066346276,-0.3016752289834336
13045,-0.3557355786606667,-0.7405930500476315
13046,-0.23251186905320603,-0.003838136118442082
13049,-0.3560633012926014,-0.7954577776806563
13053,-0.3557355786606667,-0.7562686865142101
13057,-0.35409696550099296,-0.8529351113914442
13061,-0.35278607497325404,-0.9443763241131521
13065,-0.34754251286229826,-0.9887906274351245
13069,-0.3495088486539067,-0.9731149909685459
13073,-0.35376924286905825,-0.881673778246838
13081,-0.34983657128584145,-0.9600519605797305
13085,-0.35278607497325404,-0.9234754754910474
13089,-0.3544246881329277,-0.8895115964801273
13093,-0.35376924286905825,-0.8842863843246012
13097,-0.3560633012926014,-0.8424846870803918
13101,-0.3531137976051888,-0.9339258998020997
13105,-0.34983657128584145,-0.9757275970463091
13109,-0.34688706759842874,-0.9861780213573613
13113,-0.347870235494233,-0.9835654152795983
13117,-0.3432821186471467,-0.9652771727352567
13121,-0.35376924286905825,-0.913025051179995
13125,-0.35114746181358036,-0.9417637180353889
13133,-0.34918112602197193,-0.9835654152795983
13134,-0.2616791832953975,-0.252035713505935
13137,-0.35508013339679717,-0.8581603235469702
13141,-0.3508197391816456,-0.9548267484242043
13145,-0.35147518444551507,-0.9600519605797305
13149,-0.35147518444551507,-0.9522141423464413
13153,-0.3557355786606667,-0.7980703837584193
13157,-0.35376924286905825,-0.913025051179995
13161,-0.3531137976051888,-0.9313132937243366
13165,-0.3521306297093845,-0.9678897788130197
13169,-0.3531137976051888,-0.8999620207911796
13173,-0.3455761770706898,-0.9652771727352567
13177,-0.34655934496649404,-0.9835654152795983
13181,-0.34688706759842874,-0.9731149909685459
13185,-0.3554078560287319,-0.8398720810026287
13189,-0.34918112602197193,-0.9548267484242043
13193,-0.3459038997026246,-0.9861780213573613
13197,-0.3508197391816456,-0.9548267484242043
13198,-0.2698722490937659,-0.3800534113163261
13201,-0.35409696550099296,-0.881673778246838
13205,-0.3481979581261677,-0.9731149909685459
13209,-0.34983657128584145,-0.9966284456684137
13213,-0.3495088486539067,-0.9574393545019675
13217,-0.34721479023036356,-0.9705023848907829
13221,-0.35409696550099296,-0.8973494147134166
13225,-0.3508197391816456,-0.9652771727352567
13229,-0.34983657128584145,-0.9469889301909151
13233,-0.3521306297093845,-0.9443763241131521
13237,-0.34655934496649404,-0.9652771727352567
13241,-0.3462316223345593,-0.9522141423464413
13245,-0.34754251286229826,-0.9809528092018353
13249,-0.3508197391816456,-0.9731149909685459
13253,-0.3504920165497109,-0.9626645666574937
13257,-0.3485256807581025,-0.9861780213573613
13261,-0.34918112602197193,-0.9391511119576259
13262,-0.2551247306567028,-0.25726092566146114
13265,-0.3518029070774498,-0.9077998390244689
13269,-0.34721479023036356,-0.9731149909685459
13273,-0.34754251286229826,-0.9861780213573613
13277,-0.35508013339679717,-0.8921242025578904
13281,-0.35508013339679717,-0.9234754754910474
13285,-0.35278607497325404,-1.0802318401568323
13289,-0.34983657128584145,-0.9914032335128875
13293,-0.3488534033900372,-0.9077998390244689
13297,-0.347870235494233,-0.9783402031240721
13301,-0.34688706759842874,-0.9600519605797305
13305,-0.34262667338327724,-0.9783402031240721
13309,-0.3452484544387551,-0.9705023848907829
13313,-0.35639102392453614,-0.6256383826260559
13317,-0.35639102392453614,-0.6726652920257914
13318,-0.2662673001424838,-0.3696029870052737
13321,-0.3560633012926014,-0.7405930500476315
13325,-0.3557355786606667,-0.8085208080694717
13329,-0.3557355786606667,-0.7928451716028933
13330,-0.23349503694901025,-0.1109549853067285
13333,-0.35639102392453614,-0.659602261636976
13334,-0.27314947541311324,-0.4061794720939569
13337,-0.34983657128584145,-0.881673778246838
13341,-0.3518029070774498,-0.910412445102232
13345,-0.35245835234131934,-0.9208628694132843
13349,-0.35508013339679717,-0.8398720810026287
13350,0.02049000280040989,1.281564054140995
13353,-0.35639102392453614,-0.6204131704705297
13354,-0.3062494612385216,-0.6857283224146068
13357,-0.3508197391816456,-0.8424846870803918
13365,-0.34918112602197193,-0.9260880815688105
13366,-0.20268910954714509,0.09544089483655507
13369,-0.35639102392453614,-0.6674400798702652
13370,-0.29248511069726263,-0.5289719577488218
13373,-0.35639102392453614,-0.6387014130148713
13377,-0.35639102392453614,-0.5733862610707943
13381,-0.35639102392453614,-0.7170795953477638
13382,-0.24168810274737865,-0.063928075906993
13385,-0.35409696550099296,-0.8424846870803918
13389,-0.35114746181358036,-0.9417637180353889
13393,-0.35639102392453614,-0.7196922014255269
13394,-0.29805639544015317,-0.5498728063709265
13397,-0.35639102392453614,-0.6360888069371082
13401,-0.3531137976051888,-0.8712233539357858
13402,-0.10011192575157282,0.7120159291886428
13405,-0.35147518444551507,-0.9025746268689427
13409,-0.3547524107648624,-0.8424846870803918
13413,-0.35508013339679717,-0.8032955959139455
13414,-0.13911091895180638,0.38021495731273114
13417,-0.35639102392453614,-0.6256383826260559
13418,-0.3200138117797805,-0.816358626302761
13421,-0.3557355786606667,-0.8006829898361825
13425,-0.34655934496649404,-0.9783402031240721
13429,-0.3534415202371235,-0.9051872329467058
13430,-0.2393940443238355,-0.16581971293975323
13433,-0.35639102392453614,-0.6125753522372405
13434,-0.3036276801830437,-0.6648274737925022
13437,-0.35639102392453614,-0.5916745036151358
13441,-0.35639102392453614,-0.6230257765482928
13445,-0.3557355786606667,-0.7536560804364469
13449,-0.3554078560287319,-0.8085208080694717
13453,-0.34918112602197193,-0.9626645666574937
13457,-0.35409696550099296,-0.8633855357024964
13458,-0.22366335799096818,-0.029964196896072916
13461,-0.35639102392453614,-0.662214867714739
13462,-0.2977286728082184,-0.6178005643927666
13465,-0.35508013339679717,-0.8294216566915764
13469,-0.3544246881329277,-0.881673778246838
13473,-0.35278607497325404,-0.9077998390244689
13477,-0.3554078560287319,-0.8320342627693394
13478,-0.17647129899236624,0.22868380480247233
13481,-0.35639102392453614,-0.6099627461594774
13482,-0.31608114019656364,-0.7719443229807885
13485,-0.3547524107648624,-0.8111334141472348
13489,-0.3413157828555383,-0.9548267484242043
13493,-0.3521306297093845,-0.8842863843246012
13494,-0.17974852531171362,0.19471992579155223
13497,-0.35639102392453614,-0.6360888069371082
13498,-0.27937620541987324,-0.4505937754159293
13501,-0.35639102392453614,-0.6334762008593451
13502,-0.3029722349191742,-0.6726652920257914
13505,-0.35639102392453614,-0.6204131704705297
13506,-0.32886232284201833,-0.881673778246838
13509,-0.3557355786606667,-0.8633855357024964
13510,-0.1954792116445809,0.07192744013668734
13513,-0.35409696550099296,-0.8555477174692072
13517,-0.35114746181358036,-0.9522141423464413
13521,-0.35278607497325404,-0.8947368086356534
13522,-0.2321841464212713,-0.040414621207125245
13525,-0.35639102392453614,-0.6700526859480282
13529,-0.3560633012926014,-0.7484308682809208
13530,-0.2659395775105491,-0.34608953230540596
13533,-0.3521306297093845,-0.9626645666574937
13537,-0.35147518444551507,-0.9574393545019675
13541,-0.35508013339679717,-0.8294216566915764
13542,-0.04505452358653724,0.9837269612760033
13545,-0.35639102392453614,-0.6360888069371082
13546,-0.3062494612385216,-0.6883409284923698
13549,-0.35508013339679717,-0.8529351113914442
13550,-0.2744603659408522,-0.40095425993843076
13553,-0.34000489232779935,-0.9443763241131521
13557,-0.3485256807581025,-0.8764485660913118
13558,-0.2043277227068188,0.11372913738089666
13561,-0.35639102392453614,-0.6726652920257914
13562,-0.1807316932075178,0.3096745932131279
13565,-0.35639102392453614,-0.5968997157706619
13566,-0.300678176495631,-0.6099627461594774
13569,-0.3485256807581025,-0.9391511119576259
13573,-0.34655934496649404,-0.9365385058798628
13574,-0.22268019009516396,-0.045639833362651414
13577,-0.35639102392453614,-0.7432056561253946
13585,-0.35278607497325404,-0.8947368086356534
13589,-0.35376924286905825,-0.8372594749248656
13590,-0.2148148469287303,0.006612288192610251
13593,-0.35639102392453614,-0.6439266251703974
13601,-0.35376924286905825,-0.9313132937243366
13605,-0.3544246881329277,-0.9234754754910474
13609,-0.3554078560287319,-0.8215838384582871
13617,-0.3459038997026246,-0.9417637180353889
13621,-0.347870235494233,-0.9783402031240721
13633,-0.34983657128584145,-0.9678897788130197
13637,-0.3508197391816456,-0.913025051179995
13638,-0.24988116854574702,-0.2337474709615934
13641,-0.3560633012926014,-0.7745569290585517
13649,-0.3544246881329277,-0.8712233539357858
13653,-0.3518029070774498,-0.8842863843246012
13654,-0.2321841464212713,-0.08744153060686075
13657,-0.35639102392453614,-0.6256383826260559
13665,-0.35016429391777615,-0.9600519605797305
13669,-0.35278607497325404,-0.9339258998020997
13673,-0.3554078560287319,-0.7614938986697362
13681,-0.34688706759842874,-0.9260880815688105
13685,-0.3455761770706898,-0.9574393545019675
13697,-0.35114746181358036,-0.9234754754910474
13701,-0.34721479023036356,-0.9260880815688105
13702,-0.19842871533199352,0.13201737992523824
13705,-0.35639102392453614,-0.6517644434036867
13713,-0.34983657128584145,-0.9182502633355212
13717,-0.34918112602197193,-0.9287006876465735
13718,-0.2259574164145113,-0.05870286375146683
13721,-0.35639102392453614,-0.6569896555592128
13729,-0.35376924286905825,-0.9234754754910474
13733,-0.35278607497325404,-0.9260880815688105
13737,-0.3547524107648624,-0.8137460202249979
13745,-0.3485256807581025,-0.9496015362686782
13749,-0.341643505487473,-0.9574393545019675
13761,-0.34262667338327724,-0.9234754754910474
13765,-0.3495088486539067,-0.9287006876465735
13766,-0.21743662798420818,-0.003838136118442082
13769,-0.35639102392453614,-0.6256383826260559
13777,-0.3419712281194078,-0.9287006876465735
13781,-0.35016429391777615,-0.9208628694132843
13782,-0.23906632169190076,-0.07437850021804533
13785,-0.35639102392453614,-0.6334762008593451
13793,-0.3531137976051888,-0.9234754754910474
13797,-0.3495088486539067,-0.9025746268689427
13798,-0.1302624078895685,0.6231873225446979
13801,-0.3560633012926014,-0.7379804439698685
13809,-0.3485256807581025,-0.9365385058798628
13825,-0.3495088486539067,-0.9783402031240721
13826,-0.11387627629283172,0.5134578672786484
13829,-0.35639102392453614,-0.5968997157706619
13830,-0.29740095017628376,-0.6204131704705297
13837,-0.34983657128584145,-0.9469889301909151
13841,-0.34721479023036356,-0.9705023848907829
13842,2.786469016329579,3.685161645683032
13845,-0.35639102392453614,-0.6439266251703974
13846,-0.26921680382989643,-0.41662989640500925
13849,-0.35639102392453614,-0.690953534570133
13850,-0.31149302334947737,-0.7301426257365792
13853,-0.3544246881329277,-0.8241964445360502
13857,-0.3422989507513425,-0.9548267484242043
13861,-0.35639102392453614,-0.5786114732263203
13862,-0.31444252703688996,-0.7484308682809208
13865,-0.3547524107648624,-0.8268090506138133
13869,-0.35114746181358036,-0.9313132937243366
13873,-0.34918112602197193,-0.9313132937243366
13877,-0.35508013339679717,-0.8346468688471026
13878,-0.2993672859678921,-0.5968997157706619
13881,-0.3481979581261677,-0.9652771727352567
13885,-0.34393756391101615,-0.9443763241131521
13889,-0.3406603375916688,-0.9391511119576259
13890,-0.07356639256485922,0.9262496275652156
13893,-0.35639102392453614,-0.5838366853818465
13894,-0.3177197533562373,-0.7614938986697362
13897,-0.35639102392453614,-0.5786114732263203
13901,-0.3518029070774498,-0.9522141423464413
13905,-0.3481979581261677,-0.9522141423464413
13906,0.07292562390996758,1.4905725403620416
13909,-0.35639102392453614,-0.5759988671485573
13910,-0.3200138117797805,-0.8032955959139455
13913,-0.3560633012926014,-0.6648274737925022
13914,-0.31444252703688996,-0.7327552318143423
13917,-0.3518029070774498,-0.881673778246838
13921,-0.3422989507513425,-0.9339258998020997
13925,-0.35639102392453614,-0.5733862610707943
13926,-0.3298454907378225,-0.8633855357024964
13929,-0.3521306297093845,-0.879061172169075
13930,-0.24529305169866075,-0.16059450078422707
13933,-0.3508197391816456,-0.9234754754910474
13937,-0.34721479023036356,-0.9705023848907829
13941,-0.3544246881329277,-0.7693317169030255
13942,-0.30952668755786894,-0.6857283224146068
13945,-0.35147518444551507,-0.9287006876465735
13949,-0.34688706759842874,-0.9652771727352567
13953,-0.34655934496649404,-0.9626645666574937
13957,-0.35639102392453614,-0.6125753522372405
13958,-0.2937960012250016,-0.5759988671485573
13965,-0.3495088486539067,-0.9313132937243366
13969,-0.34688706759842874,-0.9600519605797305
13970,-0.16008516739562945,0.3906653816237835
13973,-0.35639102392453614,-0.5864492914596097
13974,-0.31116530071754256,-0.7196922014255269
13977,-0.35639102392453614,-0.6439266251703974
13978,-0.3154256949326942,-0.7458182622031577
13981,-0.3504920165497109,-0.9077998390244689
13985,-0.3419712281194078,-0.9443763241131521
13989,-0.35639102392453614,-0.5864492914596097
13990,-0.31968608914784574,-0.7745569290585517
13993,-0.35114746181358036,-0.8450972931581548
13997,-0.3459038997026246,-0.9443763241131521
14001,-0.3462316223345593,-0.9652771727352567
14005,-0.3557355786606667,-0.7353678378921054
14006,-0.2977286728082184,-0.5942871096928989
14009,-0.3485256807581025,-0.9548267484242043
14013,-0.3436098412790814,-0.9548267484242043
14017,-0.3462316223345593,-0.9652771727352567
14018,-0.15025348843758737,0.5239082915897008
14021,-0.35639102392453614,-0.5890618975373727
14022,-0.30264451228723943,-0.6439266251703974
14029,-0.3488534033900372,-0.9522141423464413
14033,-0.3462316223345593,-0.9678897788130197
14034,-0.10207826154318125,0.7825562932882459
14037,-0.35639102392453614,-0.6047375340039512
14038,-0.30166134439143527,-0.6256383826260559
14041,-0.35639102392453614,-0.690953534570133
14042,-0.30461084807884786,-0.6674400798702652
14045,-0.35245835234131934,-0.8712233539357858
14049,-0.34492073180682037,-0.9548267484242043
14053,-0.35639102392453614,-0.5759988671485573
14054,-0.31149302334947737,-0.72230480750329
14057,-0.35508013339679717,-0.7876199594473671
14061,-0.3495088486539067,-0.9652771727352567
14065,-0.34393756391101615,-0.9678897788130197
14069,-0.35409696550099296,-0.7876199594473671
14070,-0.2800316506837427,-0.4662694118825078
14073,-0.3485256807581025,-0.9548267484242043
14077,-0.34754251286229826,-0.9522141423464413
14081,-0.34655934496649404,-0.9705023848907829
14085,-0.35278607497325404,-0.8738359600135488
14089,-0.3409880602236035,-0.9391511119576259
14093,-0.3518029070774498,-0.879061172169075
14097,-0.3419712281194078,-0.9705023848907829
14101,-0.34918112602197193,-0.9417637180353889
14105,-0.3462316223345593,-0.9705023848907829
14109,-0.3495088486539067,-0.9339258998020997
14110,-0.2603682927676586,-0.2807743803613289
14113,-0.3452484544387551,-0.9731149909685459
14117,-0.34754251286229826,-0.9705023848907829
14121,-0.3495088486539067,-0.9287006876465735
14125,-0.35639102392453614,-0.6360888069371082
14126,-0.30428312544691316,-0.6700526859480282
14129,-0.34033261495973405,-0.9522141423464413
14133,-0.3452484544387551,-1.0619435976124907
14137,-0.347870235494233,-0.9522141423464413
14141,-0.35508013339679717,-0.8085208080694717
14145,-0.34983657128584145,-0.913025051179995
14149,-0.35376924286905825,-0.8633855357024964
14153,-0.3396771696958646,-0.9522141423464413
14157,-0.35245835234131934,-0.8895115964801273
14161,-0.3504920165497109,-0.9469889301909151
14165,-0.34655934496649404,-0.9757275970463091
14169,-0.3504920165497109,-0.913025051179995
14173,-0.3455761770706898,-0.9365385058798628
14174,-0.17122773688141046,0.2939989567465494
14177,-0.3488534033900372,-0.9522141423464413
14181,-0.3462316223345593,-0.9469889301909151
14185,-0.34918112602197193,-0.9600519605797305
14189,-0.35639102392453614,-0.630863594781582
14190,-0.29477916912080576,-0.5681610489152681
14193,-0.3459038997026246,-0.9600519605797305
14197,-0.3409880602236035,-0.9443763241131521
14201,-0.3436098412790814,-0.9548267484242043
14205,-0.3544246881329277,-0.8137460202249979
14206,-0.27314947541311324,-0.4061794720939569
14209,-0.34918112602197193,-0.9496015362686782
14213,-0.35114746181358036,-0.9287006876465735
14217,-0.34459300917488567,-0.9626645666574937
14221,-0.3531137976051888,-0.8607729296247334
14225,-0.3495088486539067,-0.9156376572577581
14229,-0.34688706759842874,-0.9574393545019675
14233,-0.3531137976051888,-0.8999620207911796
14237,-0.347870235494233,-0.9260880815688105
14238,-0.18007624794364835,0.26526028989115547
14241,-0.3485256807581025,-0.9548267484242043
14245,-0.35016429391777615,-0.9339258998020997
14249,-0.34655934496649404,-0.9705023848907829
14253,-0.35639102392453614,-0.6360888069371082
14254,-0.30559401597465213,-0.6726652920257914
14257,-0.3481979581261677,-0.9705023848907829
14261,-0.35016429391777615,-0.9731149909685459
14265,-0.3393494470639299,-0.9287006876465735
14269,-0.3521306297093845,-0.8424846870803918
14273,-0.35278607497325404,-0.9156376572577581
14277,-0.3534415202371235,-0.879061172169075
14281,-0.34918112602197193,-0.9548267484242043
14285,-0.35245835234131934,-0.8712233539357858
14289,-0.3455761770706898,-0.9548267484242043
14293,-0.35016429391777615,-0.9443763241131521
14297,-0.34295439601521194,-0.9443763241131521
14301,-0.347870235494233,-0.9260880815688105
14302,-0.1899079269016904,0.19471992579155223
14305,-0.3406603375916688,-0.9313132937243366
14309,-0.3455761770706898,-0.9496015362686782
14313,-0.347870235494233,-0.9469889301909151
14317,-0.35639102392453614,-0.6047375340039512
14318,-0.3088712422939994,-0.6805031102590806
14325,-0.34000489232779935,-0.9313132937243366
14329,-0.3504920165497109,-0.9234754754910474
14333,-0.3531137976051888,-0.7719443229807885
14337,-0.3521306297093845,-0.8999620207911796
14338,-0.23644454063642287,-0.13185583392883315
14341,-0.3531137976051888,-0.8529351113914442
14345,-0.3534415202371235,-0.8999620207911796
14349,-0.35376924286905825,-0.8633855357024964
14353,-0.35639102392453614,-0.5916745036151358
14354,-0.3147702496688247,-0.7588812925919731
14357,-0.35278607497325404,-0.8424846870803918
14361,-0.3504920165497109,-0.9156376572577581
14365,-0.34983657128584145,-0.9182502633355212
14369,-0.35639102392453614,-0.6021249279261881
14370,-0.30428312544691316,-0.659602261636976
14373,-0.35639102392453614,-0.5838366853818465
14377,-0.34721479023036356,-0.9391511119576259
14381,-0.35147518444551507,-0.9156376572577581
14385,-0.347870235494233,-0.8659981417802596
14386,-0.24267127064318286,-0.15798189470646398
14389,-0.35639102392453614,-0.5916745036151358
14390,-0.31968608914784574,-0.7928451716028933
14393,-0.3531137976051888,-0.8999620207911796
14397,-0.34918112602197193,-0.9339258998020997
14401,-0.3508197391816456,-0.8973494147134166
14405,-0.3521306297093845,-0.8268090506138133
14409,-0.35376924286905825,-0.9182502633355212
14413,-0.3534415202371235,-0.9051872329467058
14417,-0.35639102392453614,-0.5786114732263203
14418,-0.3128039138772163,-0.7353678378921054
14421,-0.35147518444551507,-0.8686107478580226
14425,-0.34983657128584145,-0.910412445102232
14429,-0.35278607497325404,-0.8921242025578904
14433,-0.35639102392453614,-0.6125753522372405
14434,-0.29576233701661003,-0.5864492914596097
14437,-0.35639102392453614,-0.5864492914596097
14438,-0.30723262913432575,-0.6831157163368438
14441,-0.347870235494233,-0.9417637180353889
14445,-0.35376924286905825,-0.8424846870803918
14449,-0.3485256807581025,-0.881673778246838
14450,-0.2377554311641618,-0.12401801569554391
14453,-0.35639102392453614,-0.5942871096928989
14457,-0.3462316223345593,-0.9365385058798628
14461,-0.34983657128584145,-0.9391511119576259
14465,-0.3534415202371235,-0.8529351113914442
14466,-0.21284851113712192,0.027513136814714918
14469,-0.35508013339679717,-0.7823947472918409
14473,-0.35409696550099296,-0.8895115964801273
14477,-0.3508197391816456,-0.9234754754910474
14481,-0.35639102392453614,-0.6047375340039512
14482,-0.29051877490565425,-0.5237467455932956
14485,-0.35245835234131934,-0.8215838384582871
14489,-0.35278607497325404,-0.9077998390244689
14493,-0.35016429391777615,-0.9182502633355212
14497,-0.35639102392453614,-0.6569896555592128
14498,-0.2888801617459806,-0.5289719577488218
14501,-0.35639102392453614,-0.5968997157706619
14505,-0.3521306297093845,-0.9077998390244689
14509,-0.3518029070774498,-0.9234754754910474
14513,-0.3518029070774498,-0.8529351113914442
14514,-0.21547029219259978,0.05363919759234575
14517,-0.35639102392453614,-0.6125753522372405
14521,-0.3504920165497109,-0.9391511119576259
14525,-0.3504920165497109,-0.9496015362686782
14529,-0.35278607497325404,-0.8607729296247334
14530,-0.2377554311641618,-0.13185583392883315
14533,-0.3518029070774498,-0.8268090506138133
14537,-0.35147518444551507,-0.9156376572577581
14541,-0.35376924286905825,-0.879061172169075
14545,-0.35639102392453614,-0.5864492914596097
14546,-0.31214846861334683,-0.6987913528034222
14549,-0.3508197391816456,-0.8555477174692072
14553,-0.34983657128584145,-0.9496015362686782
14557,-0.3518029070774498,-0.9469889301909151
14561,-0.35639102392453614,-0.6047375340039512
14562,-0.3029722349191742,-0.6569896555592128
14565,-0.35639102392453614,-0.5759988671485573
14569,-0.3413157828555383,-0.9339258998020997
14573,-0.35245835234131934,-0.9469889301909151
14577,-0.347870235494233,-0.8633855357024964
14578,-0.23611681800448814,-0.11879280354001774
14581,-0.35639102392453614,-0.5864492914596097
14582,-0.3265682644184752,-0.847709899235918
14589,-0.35114746181358036,-0.9522141423464413
14593,-0.35245835234131934,-0.9391511119576259
14597,-0.35508013339679717,-0.8268090506138133
14601,-0.34983657128584145,-0.8999620207911796
14605,-0.3485256807581025,-0.9600519605797305
14609,-0.34754251286229826,-0.9522141423464413
14613,-0.3534415202371235,-0.8868989904023642
14617,-0.3521306297093845,-0.9208628694132843
14621,-0.3481979581261677,-0.9234754754910474
14625,-0.3419712281194078,-0.9652771727352567
14629,-0.34393756391101615,-0.9705023848907829
14633,-0.35278607497325404,-0.8947368086356534
14637,-0.34754251286229826,-0.9652771727352567
14641,-0.34655934496649404,-0.9678897788130197
14645,-0.34459300917488567,-0.9574393545019675
14649,-0.3534415202371235,-0.8633855357024964
14653,-0.35376924286905825,-0.8895115964801273
14657,-0.3521306297093845,-0.8947368086356534
14661,-0.3544246881329277,-0.8764485660913118
14665,-0.35016429391777615,-0.9156376572577581
14669,-0.35114746181358036,-0.9208628694132843
14673,-0.3485256807581025,-0.9469889301909151
14677,-0.3495088486539067,-0.9417637180353889
14681,-0.35508013339679717,-0.8241964445360502
14685,-0.3442652865429509,-0.9469889301909151
14689,-0.3495088486539067,-0.9548267484242043
14693,-0.3459038997026246,-0.9678897788130197
14697,-0.3531137976051888,-0.8842863843246012
14701,-0.3495088486539067,-0.9417637180353889
14705,-0.34393756391101615,-0.9522141423464413
14709,-0.3432821186471467,-0.9652771727352567
14713,-0.3554078560287319,-0.8268090506138133
14717,-0.35016429391777615,-0.9574393545019675
14721,-0.35409696550099296,-0.8999620207911796
14725,-0.34918112602197193,-0.9496015362686782
14729,-0.34655934496649404,-0.9391511119576259
14733,-0.34721479023036356,-0.913025051179995
14737,-0.3485256807581025,-0.9469889301909151
14741,-0.35376924286905825,-0.8764485660913118
14745,-0.3544246881329277,-0.8581603235469702
14749,-0.3485256807581025,-0.9313132937243366
14753,-0.3481979581261677,-0.9469889301909151
14757,-0.3481979581261677,-0.9757275970463091
14761,-0.3534415202371235,-0.913025051179995
14765,-0.3481979581261677,-0.9757275970463091
14769,-0.3495088486539067,-0.9234754754910474
14773,-0.3495088486539067,-0.9391511119576259
14777,-0.3521306297093845,-0.8921242025578904
14785,-0.35245835234131934,-1.009691476057229
14789,-0.35245835234131934,-0.8921242025578904
14793,-0.3488534033900372,-0.9051872329467058
14797,-0.3455761770706898,-0.9365385058798628
14801,-0.3432821186471467,-0.9496015362686782
14805,-0.34983657128584145,-0.9574393545019675
14809,-0.35147518444551507,-0.9051872329467058
14813,-0.3521306297093845,-0.8895115964801273
14817,-0.3481979581261677,-0.9417637180353889
14821,-0.3504920165497109,-0.9469889301909151
14825,-0.35409696550099296,-0.8529351113914442
14829,-0.35147518444551507,-0.9260880815688105
14841,-0.3547524107648624,-0.8268090506138133
14845,-0.3495088486539067,-0.9574393545019675
14849,-0.34754251286229826,-0.9940158395906507
14853,-0.34721479023036356,-0.9626645666574937
14854,-0.10863271418187594,0.534358715900753
14857,-0.35639102392453614,-0.6831157163368438
14858,-0.29051877490565425,-0.5655484428375049
14861,-0.35639102392453614,-0.659602261636976
14862,-0.2587296796079849,-0.33563910799435365
14865,-0.35147518444551507,-0.9548267484242043
14869,-0.34492073180682037,-0.9731149909685459
14873,-0.35639102392453614,-0.6491518373259236
14877,-0.35639102392453614,-0.6569896555592128
14878,-0.30166134439143527,-0.6700526859480282
14881,-0.3544246881329277,-0.8895115964801273
14885,-0.3462316223345593,-1.101132688778937
14889,-0.35639102392453614,-0.6360888069371082
14890,-0.3341058849529741,-0.9025746268689427
14893,-0.35639102392453614,-0.6439266251703974
14894,-0.31083757808560786,-0.7405930500476315
14897,-0.3534415202371235,-0.913025051179995
14901,-0.34492073180682037,-0.9757275970463091
14905,-0.35639102392453614,-0.6151879583150035
14906,-0.3285346002100836,-0.8424846870803918
14909,-0.3554078560287319,-0.7484308682809208
14913,-0.3462316223345593,-0.9861780213573613
14917,-0.35147518444551507,-0.9574393545019675
14918,-0.11977528366765695,0.53174610982299
14921,-0.35639102392453614,-0.879061172169075
14922,-0.31608114019656364,-0.7745569290585517
14925,-0.35639102392453614,-0.6387014130148713
14926,-0.3052662933427173,-0.6883409284923698
14929,-0.35114746181358036,-0.9757275970463091
14933,-0.34721479023036356,-0.9966284456684137
14937,-0.35639102392453614,-0.6151879583150035
14938,-0.3380385565361909,-0.9391511119576259
14941,-0.35639102392453614,-0.5995123218484251
14942,-0.3088712422939994,-0.7118543831922376
14945,-0.3547524107648624,-0.8555477174692072
